entity,appearances,gender,filename,order,title,year,division,livre,series,volume,tome,no
Reybert,37,M,lacomediehumaine_undebutdanslavie.txt,26,Un debut dans la vie,1842,I. Etudes de moeurs,I. Scenes de la vie privee,,4,4,5
Rosalie,5,W,lacomediehumaine_undebutdanslavie.txt,26,Un debut dans la vie,1842,I. Etudes de moeurs,I. Scenes de la vie privee,,4,4,5
Rougeot,6,M,lacomediehumaine_undebutdanslavie.txt,26,Un debut dans la vie,1842,I. Etudes de moeurs,I. Scenes de la vie privee,,4,4,5
Touchard,11,?,lacomediehumaine_undebutdanslavie.txt,26,Un debut dans la vie,1842,I. Etudes de moeurs,I. Scenes de la vie privee,,4,4,5
Tullia,5,W,lacomediehumaine_undebutdanslavie.txt,26,Un debut dans la vie,1842,I. Etudes de moeurs,I. Scenes de la vie privee,,4,4,5
Zena,10,W,lacomediehumaine_undebutdanslavie.txt,26,Un debut dans la vie,1842,I. Etudes de moeurs,I. Scenes de la vie privee,,4,4,5
Bongrand,90,M,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Bouvard,15,M,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Cabirolle,13,M,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Chaperon,69,M,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Cremiere-Levrault-Dionis,113,M,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Denis Minoret,5,M,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Emilie de Kergarouet,NA,W,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Esther,6,W,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Eugene de Rastignac,6,M,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Goupil,133,M,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Henri de Marsay,12,M,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Henri de Montmorency,34,M,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Jean-Massin-Levrault,26,M,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Jean-Minoret,329,M,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Joseph Mirouet,48,M,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Julie d'Aiglemont,7,W,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Kergarouet,26,M,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
la vicomtesse de Portenduere,115,W,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
madame Bougival,56,W,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
madame de Serizy,6,W,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Minoret,342,M,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Minoret-Levrault,385,M,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
monsieur de Jordy,17,M,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Savinien de Portenduere,171,M,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Tiennette,10,W,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Ursule Mirouet,489,W,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Zelie Minoret-Levrault,NA,W,lacomediehumaine_ursulemirouet.txt,27,Ursule Mirouet,1841,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,1
Bonfons Cruchot,38,M,lacomediehumaine_eugeniegrandet.txt,28,Eugenie Grandet,1833,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,2
Charles Grandet,522,M,lacomediehumaine_eugeniegrandet.txt,28,Eugenie Grandet,1833,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,2
Cornoiller,23,M,lacomediehumaine_eugeniegrandet.txt,28,Eugenie Grandet,1833,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,2
Eugenie Grandet,351,W,lacomediehumaine_eugeniegrandet.txt,28,Eugenie Grandet,1833,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,2
Jeremie Bentham,7,M,lacomediehumaine_eugeniegrandet.txt,28,Eugenie Grandet,1833,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,2
La Bertelliere,11,?,lacomediehumaine_eugeniegrandet.txt,28,Eugenie Grandet,1833,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,2
le marquis de Froidfond,24,M,lacomediehumaine_eugeniegrandet.txt,28,Eugenie Grandet,1833,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,2
maitre Cruchot,111,M,lacomediehumaine_eugeniegrandet.txt,28,Eugenie Grandet,1833,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,2
madame Cornoiller,NA,W,lacomediehumaine_eugeniegrandet.txt,28,Eugenie Grandet,1833,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,2
madame d'Aubrion,NA,W,lacomediehumaine_eugeniegrandet.txt,28,Eugenie Grandet,1833,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,2
madame des Grassins,116,W,lacomediehumaine_eugeniegrandet.txt,28,Eugenie Grandet,1833,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,2
monsieur Bergerin,5,M,lacomediehumaine_eugeniegrandet.txt,28,Eugenie Grandet,1833,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,2
monsieur d'Aubrion,29,M,lacomediehumaine_eugeniegrandet.txt,28,Eugenie Grandet,1833,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,2
monsieur des Grassins,NA,M,lacomediehumaine_eugeniegrandet.txt,28,Eugenie Grandet,1833,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,2
Nanon,206,W,lacomediehumaine_eugeniegrandet.txt,28,Eugenie Grandet,1833,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,2
Victor-Ange-Guillaume Grandet,10,M,lacomediehumaine_eugeniegrandet.txt,28,Eugenie Grandet,1833,I. Etudes de moeurs,II. Scenes de la vie de province,,5,1,2
Adele,16,W,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Auffray,58,M,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Bathilde,44,W,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Breautney,5,?,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Celeste Habert,10,W,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Chargeboeuf,34,?,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Collinet,6,M,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Desfondrilles,16,M,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Frappier,17,?,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Galardon,11,?,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Garceland,17,?,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Gouraud,38,M,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Guenee,9,?,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Guepin,11,?,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Habert,42,?,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Horace Bianchon,10,M,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Jerome-Denis Rogron,6,M,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Jacques Brigaut,119,M,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Julliard,35,?,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
la petite Bretonne,32,W,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
le marquis de Montauran,11,M,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Lesourd,11,?,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Lorrain,34,?,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
madame Rogron,310,W,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
mademoiselle Rogron,NA,W,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Martener,46,M,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Neraud,14,M,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Peroux,6,M,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Pierrette,269,W,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Sylvie Rogron,241,W,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Tiphaine,92,?,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Vinet,145,M,lacomediehumaine_pierrette.txt,29,Pierrette,1839,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,5,1,3
Chapeloud,65,M,lacomediehumaine_lecuredetours.txt,30,Le Cure de Tours,1832,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,1
Francois Birotteau,170,M,lacomediehumaine_lecuredetours.txt,30,Le Cure de Tours,1832,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,1
l'abbe Troubert,94,M,lacomediehumaine_lecuredetours.txt,30,Le Cure de Tours,1832,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,1
madame de Listomere,71,W,lacomediehumaine_lecuredetours.txt,30,Le Cure de Tours,1832,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,1
mademoiselle Salomon,17,W,lacomediehumaine_lecuredetours.txt,30,Le Cure de Tours,1832,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,1
Marianne,20,W,lacomediehumaine_lecuredetours.txt,30,Le Cure de Tours,1832,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,1
monsieur Caron,11,M,lacomediehumaine_lecuredetours.txt,30,Le Cure de Tours,1832,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,1
monsieur de Bourbonne,30,M,lacomediehumaine_lecuredetours.txt,30,Le Cure de Tours,1832,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,1
Sophie Gamard,141,W,lacomediehumaine_lecuredetours.txt,30,Le Cure de Tours,1832,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,1
Agathe Bridau,240,W,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Andoche Finot,14,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Baruch,45,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Benjamin Bourdet,17,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Berrichons,5,?,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Borniche,15,?,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Borniche-Hereau,26,?,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Bourbons,13,?,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Cesar Birotteau,6,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Carpentier,36,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Chaudet,14,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Claparon,12,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Daniel d'Arthez,6,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Desroches,54,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
du Bruel,11,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Etienne Lousteau,19,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Fanchette,12,W,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Fario,56,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Ferdinand du Tillet,7,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Fichet,6,?,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Flore Brazier,217,W,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Florentine,171,W,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Frederic de Nucingen,6,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Francois Hochon,35,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Giroudeau,55,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Goddet-Hereau,36,?,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Gritte,21,W,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Heron,27,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Henri de Marsay,6,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Hereau,11,?,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Hippolyte Schinner,5,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Horace Bianchon,11,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Jean-Jacques Bixiou,45,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Jean-Jacques Rouget,76,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Joseph Bridau,350,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Kouski,31,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
la Vedie,28,W,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
le capitaine Renard,20,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
le comte de Brambourg,20,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
le pere Cognet,6,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Lolotte,5,W,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
madame Descoings,66,W,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
madame Hochon,205,W,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
madame la Dauphine,6,W,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Marie Godeschal,6,W,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Mariette,38,W,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Maxence Gilet,452,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Mignonnet,30,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Mongenod,16,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
monsieur de Serizy,7,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Mouilleron,25,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Philippe Bridau,469,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Pierre Grassou,8,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Potel,29,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Roberspierre,6,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Rocher de Cancale,7,M,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Soulanges,12,?,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Tullia,19,W,lacomediehumaine_unmenagedegarcon.txt,31,Un menage de garcon,1842,I. Etudes de moeurs,II. Scenes de la vie de province,Les Celibataires,6,2,2
Commis-Voyageur,5,M,lacomediehumaine_lillustregaudissart.txt,32,L'Illustre Gaudissart,1832,I. Etudes de moeurs,II. Scenes de la vie de province,Les Parisiens en province,6,2,3
Felix Gaudissart,103,M,lacomediehumaine_lillustregaudissart.txt,32,L'Illustre Gaudissart,1832,I. Etudes de moeurs,II. Scenes de la vie de province,Les Parisiens en province,6,2,3
Jenny,15,W,lacomediehumaine_lillustregaudissart.txt,32,L'Illustre Gaudissart,1832,I. Etudes de moeurs,II. Scenes de la vie de province,Les Parisiens en province,6,2,3
madame Margaritis,NA,W,lacomediehumaine_lillustregaudissart.txt,32,L'Illustre Gaudissart,1832,I. Etudes de moeurs,II. Scenes de la vie de province,Les Parisiens en province,6,2,3
madame Vernier,NA,W,lacomediehumaine_lillustregaudissart.txt,32,L'Illustre Gaudissart,1832,I. Etudes de moeurs,II. Scenes de la vie de province,Les Parisiens en province,6,2,3
Margaritis,27,M,lacomediehumaine_lillustregaudissart.txt,32,L'Illustre Gaudissart,1832,I. Etudes de moeurs,II. Scenes de la vie de province,Les Parisiens en province,6,2,3
Mitouflet,16,M,lacomediehumaine_lillustregaudissart.txt,32,L'Illustre Gaudissart,1832,I. Etudes de moeurs,II. Scenes de la vie de province,Les Parisiens en province,6,2,3
monsieur Vernier,30,M,lacomediehumaine_lillustregaudissart.txt,32,L'Illustre Gaudissart,1832,I. Etudes de moeurs,II. Scenes de la vie de province,Les Parisiens en province,6,2,3
Anna GrossetÌ»te,14,W,lacomediehumaine_lamusedudepartement.txt,33,La Muse du departement,1837,I. Etudes de moeurs,II. Scenes de la vie de province,Les Parisiens en province,6,2,4
Bega,8,M,lacomediehumaine_lamusedudepartement.txt,33,La Muse du departement,1837,I. Etudes de moeurs,II. Scenes de la vie de province,Les Parisiens en province,6,2,4
Dinah de La Baudraye,316,W,lacomediehumaine_lamusedudepartement.txt,33,La Muse du departement,1837,I. Etudes de moeurs,II. Scenes de la vie de province,Les Parisiens en province,6,2,4
du Nivernais,6,M,lacomediehumaine_lamusedudepartement.txt,33,La Muse du departement,1837,I. Etudes de moeurs,II. Scenes de la vie de province,Les Parisiens en province,6,2,4
Etienne Lousteau,289,M,lacomediehumaine_lamusedudepartement.txt,33,La Muse du departement,1837,I. Etudes de moeurs,II. Scenes de la vie de province,Les Parisiens en province,6,2,4
Fanny Beaupre,6,W,lacomediehumaine_lamusedudepartement.txt,33,La Muse du departement,1837,I. Etudes de moeurs,II. Scenes de la vie de province,Les Parisiens en province,6,2,4
Felicie Cardot,NA,W,lacomediehumaine_lamusedudepartement.txt,33,La Muse du departement,1837,I. Etudes de moeurs,II. Scenes de la vie de province,Les Parisiens en province,6,2,4
Gatien Boirouge,53,M,lacomediehumaine_lamusedudepartement.txt,33,La Muse du departement,1837,I. Etudes de moeurs,II. Scenes de la vie de province,Les Parisiens en province,6,2,4
Gatien Boirouge,9,M,lacomediehumaine_lamusedudepartement.txt,33,La Muse du departement,1837,I. Etudes de moeurs,II. Scenes de la vie de province,Les Parisiens en province,6,2,4
Horace Bianchon,81,M,lacomediehumaine_lamusedudepartement.txt,33,La Muse du departement,1837,I. Etudes de moeurs,II. Scenes de la vie de province,Les Parisiens en province,6,2,4
Jean-Jerome Cardot,31,M,lacomediehumaine_lamusedudepartement.txt,33,La Muse du departement,1837,I. Etudes de moeurs,II. Scenes de la vie de province,Les Parisiens en province,6,2,4
