entity,appearances,gender,filename,order,title,year,division,livre,series,volume,tome,no
Jean-Jules Popinot,23,M,lacomediehumaine_linterdiction.txt,48,L'Interdiction,1836,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,5
Jeanne-Clementine-Athenais de Blamont-Chauvry,7,W,lacomediehumaine_linterdiction.txt,48,L'Interdiction,1836,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,5
la dame Jeanrenaud,39,W,lacomediehumaine_linterdiction.txt,48,L'Interdiction,1836,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,5
la marquise d'Espard,143,W,lacomediehumaine_linterdiction.txt,48,L'Interdiction,1836,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,5
Lavienne,13,M,lacomediehumaine_linterdiction.txt,48,L'Interdiction,1836,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,5
le marquis d'Espard,5,M,lacomediehumaine_linterdiction.txt,48,L'Interdiction,1836,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,5
le sieur Jeanrenaud,NA,M,lacomediehumaine_linterdiction.txt,48,L'Interdiction,1836,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,5
Adolphe Keller,18,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Alexandre Crottat,26,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Andoche Finot,24,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Angelique Madou,16,W,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Anselme Popinot,97,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Bidault,6,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Braschon,11,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Cayron,12,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Chaffaroux,5,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Charles Claparon,98,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Chevet,6,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Chiffreville,7,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Celestin Crevel,19,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Cesar Birotteau,412,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Cesarine Birotteau,582,W,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Claude-Joseph Pillerault,18,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Constance Pillerault,111,W,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Delphine de Nucingen,7,W,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Derville,22,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Dupuytren,7,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Ferdinand du Tillet,194,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Felix de Vandenesse,9,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Felix Gaudissart,57,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Francois Keller,41,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Frederic de Nucingen,32,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Gigonnet,35,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Gobenheim-Keller,6,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Gobseck,22,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Grindot,33,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Haudry,8,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Henri de Marsay,8,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Jean-Francois Gaudissart,13,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Joseph Lebas,43,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
juge Camusot,14,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Juge-Commissaire,9,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Jules Desmarets ,7,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
la Billardiere,31,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
la comtesse de Grandville,NA,W,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
la duchesse de Lenoncourt,NA,W,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
le comte de Grandville,6,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
le duc de Lenoncourt,9,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
le general Foy,9,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
le marquis de Montauran,47,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Lourdois,38,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
madame Matifat,NA,W,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Marie-Louise d'Autriche,7,W,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Molineux,41,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
monsieur Matifat,11,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Palma,5,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Pillerault,179,?,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Ragon,100,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Raguet,11,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Roguin,28,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Ursule,6,W,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Vauquelin,51,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Virginie,8,W,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Xandrot,7,M,lacomediehumaine_histoiredelagrandeuretdeladecadencedecesarbirotteau.txt,49,Histoire de la grandeur et de la decadence de Cesar Birotteau,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,10,2,6
Adolphus,5,?,lacomediehumaine_lamaisonnucingen.txt,50,La Maison Nucingen,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,1
Andoche Finot,37,M,lacomediehumaine_lamaisonnucingen.txt,50,La Maison Nucingen,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,1
Charles Claparon,12,M,lacomediehumaine_lamaisonnucingen.txt,50,La Maison Nucingen,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,1
Couture,37,M,lacomediehumaine_lamaisonnucingen.txt,50,La Maison Nucingen,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,1
Delphine de Nucingen,15,W,lacomediehumaine_lamaisonnucingen.txt,50,La Maison Nucingen,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,1
Desroches,17,M,lacomediehumaine_lamaisonnucingen.txt,50,La Maison Nucingen,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,1
Emile Blondet,72,M,lacomediehumaine_lamaisonnucingen.txt,50,La Maison Nucingen,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,1
Eugene de Rastignac,62,M,lacomediehumaine_lamaisonnucingen.txt,50,La Maison Nucingen,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,1
Ferdinand du Tillet,38,M,lacomediehumaine_lamaisonnucingen.txt,50,La Maison Nucingen,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,1
Frederic de Nucingen,107,M,lacomediehumaine_lamaisonnucingen.txt,50,La Maison Nucingen,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,1
Gigonnet,8,M,lacomediehumaine_lamaisonnucingen.txt,50,La Maison Nucingen,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,1
Godefroid de Beaudenord,54,M,lacomediehumaine_lamaisonnucingen.txt,50,La Maison Nucingen,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,1
Isaure d'Aldrigger,30,W,lacomediehumaine_lamaisonnucingen.txt,50,La Maison Nucingen,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,1
Jean-Frederic Taillefer,5,M,lacomediehumaine_lamaisonnucingen.txt,50,La Maison Nucingen,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,1
Jean-Jacques Bixiou,49,M,lacomediehumaine_lamaisonnucingen.txt,50,La Maison Nucingen,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,1
Malvina d'Aldrigger,36,W,lacomediehumaine_lamaisonnucingen.txt,50,La Maison Nucingen,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,1
Matifat,7,M,lacomediehumaine_lamaisonnucingen.txt,50,La Maison Nucingen,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,1
Palma,7,M,lacomediehumaine_lamaisonnucingen.txt,50,La Maison Nucingen,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,1
Victor d'Aiglemont,13,M,lacomediehumaine_lamaisonnucingen.txt,50,La Maison Nucingen,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,1
Werbrust,21,M,lacomediehumaine_lamaisonnucingen.txt,50,La Maison Nucingen,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,1
Wirth,7,M,lacomediehumaine_lamaisonnucingen.txt,50,La Maison Nucingen,1837,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,1
Elias Magus,19,M,lacomediehumaine_pierregrassou.txt,51,Pierre Grassou,1839,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,2
Fougeres,38,M,lacomediehumaine_pierregrassou.txt,51,Pierre Grassou,1839,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,2
Hippolyte Schinner,9,M,lacomediehumaine_pierregrassou.txt,51,Pierre Grassou,1839,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,2
Joseph Bridau,9,M,lacomediehumaine_pierregrassou.txt,51,Pierre Grassou,1839,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,2
Pierre Grassou,39,M,lacomediehumaine_pierregrassou.txt,51,Pierre Grassou,1839,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,2
Vervelle,37,?,lacomediehumaine_pierregrassou.txt,51,Pierre Grassou,1839,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,2
Virginie,13,W,lacomediehumaine_pierregrassou.txt,51,Pierre Grassou,1839,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,2
Emile Blondet,19,M,lacomediehumaine_lessecretsdelaprincessedecadignan.txt,52,Les Secrets de la princesse de Cadignan,1839,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,3
Daniel d'Arthez,115,M,lacomediehumaine_lessecretsdelaprincessedecadignan.txt,52,Les Secrets de la princesse de Cadignan,1839,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,3
Diane d'Uxelles,30,W,lacomediehumaine_lessecretsdelaprincessedecadignan.txt,52,Les Secrets de la princesse de Cadignan,1839,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,3
Diane de Maufrigneuse,NA,W,lacomediehumaine_lessecretsdelaprincessedecadignan.txt,52,Les Secrets de la princesse de Cadignan,1839,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,3
Eugene de Rastignac,25,M,lacomediehumaine_lessecretsdelaprincessedecadignan.txt,52,Les Secrets de la princesse de Cadignan,1839,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,3
Georges de Maufrigneuse,5,M,lacomediehumaine_lessecretsdelaprincessedecadignan.txt,52,Les Secrets de la princesse de Cadignan,1839,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,3
Henri de Marsay,13,M,lacomediehumaine_lessecretsdelaprincessedecadignan.txt,52,Les Secrets de la princesse de Cadignan,1839,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,3
la comtesse de Montcornet,9,W,lacomediehumaine_lessecretsdelaprincessedecadignan.txt,52,Les Secrets de la princesse de Cadignan,1839,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,3
la marquise d'Espard,33,W,lacomediehumaine_lessecretsdelaprincessedecadignan.txt,52,Les Secrets de la princesse de Cadignan,1839,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,3
la princesse de Cadignan,39,W,lacomediehumaine_lessecretsdelaprincessedecadignan.txt,52,Les Secrets de la princesse de Cadignan,1839,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,3
le marquis d'Esgrignon,14,M,lacomediehumaine_lessecretsdelaprincessedecadignan.txt,52,Les Secrets de la princesse de Cadignan,1839,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,3
Maxime de Trailles,8,M,lacomediehumaine_lessecretsdelaprincessedecadignan.txt,52,Les Secrets de la princesse de Cadignan,1839,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,3
Michel Chrestien,20,M,lacomediehumaine_lessecretsdelaprincessedecadignan.txt,52,Les Secrets de la princesse de Cadignan,1839,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,3
Raoul Nathan,5,M,lacomediehumaine_lessecretsdelaprincessedecadignan.txt,52,Les Secrets de la princesse de Cadignan,1839,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,3
Andoche Finot,5,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Antoine,26,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Bidault-Gigonnet,71,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Celestine Rabourdin,12,W,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Casimir Delavigne,9,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Chaboisseau,5,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Chazelle,18,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Chí¢teaubriand,7,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Celestine Leprince,59,W,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Clement Chardin,6,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Clergeot,11,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Colleville,57,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Conseiller-d'Etat,8,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Delphine de Nucingen,10,W,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Descoings,11,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Desplein,11,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Desroys,16,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Diane des Poitiers,9,W,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Domitien,10,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
du Bruel,54,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Dutocq,103,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Elisabeth,42,W,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Emile-Louis-Lucien-Emmanuel Cochin,9,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Ernest de La Briere,8,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Fleury,26,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Frederic de Nucingen,7,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Francois Keller,6,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Gabriel,5,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Gaudron,29,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Gobseck,32,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
Godard,35,M,lacomediehumaine_lesemployesoulafemmesuperieure.txt,53,Les Employes ou la Femme superieure,1838,I. Etudes de moeurs,III. Scenes de la vie parisienne,,11,3,4
