NAME 1,NAME 2
Superman / Clark Kent,Lois Lane
Superman / Clark Kent,Zod
Superman / Clark Kent,Martha Kent
Superman / Clark Kent,Jor-El
Superman / Clark Kent,Faora-Ul
Superman / Clark Kent,General Swanwick
Superman / Clark Kent,Dr. Emil Hamilton
Superman / Clark Kent,Colonel Nathan Hardy
Superman / Clark Kent,Jonathan Kent
Superman / Clark Kent,Lara Lor-Van
Superman / Clark Kent,Perry White
Superman / Clark Kent,Lor-Em
Superman / Clark Kent,Ro-Zar
Superman / Clark Kent,Steve Lombard
Superman / Clark Kent,Jenny
Superman / Clark Kent,Major Carrie Farris
Superman / Clark Kent,Father Leone
Superman / Clark Kent,Glen Woodburn
Superman / Clark Kent,Helen Ross
Superman / Clark Kent,Kelor
Superman / Clark Kent,Tor-An
Superman / Clark Kent,Jax-Ur
Superman / Clark Kent,Car-Vex
Superman / Clark Kent,Major Laramore
Superman / Clark Kent,Jed Eubanks
Superman / Clark Kent,Heraldson
Superman / Clark Kent,Officer Sekowsky
Superman / Clark Kent,Lana Lang
Superman / Clark Kent,Whitney Fordham
Superman / Clark Kent,Ms. Rampling
Superman / Clark Kent,Ludlow
Superman / Clark Kent,Weaver
Superman / Clark Kent,Pete Ross
Superman / Clark Kent,Ken Braverman
Superman / Clark Kent,Dev-Em
Superman / Clark Kent,Nadira
Superman / Clark Kent,Sergeant Vance
Lois Lane,Zod
Lois Lane,Martha Kent
Lois Lane,Jor-El
Lois Lane,Faora-Ul
Lois Lane,General Swanwick
Lois Lane,Dr. Emil Hamilton
Lois Lane,Colonel Nathan Hardy
Lois Lane,Jonathan Kent
Lois Lane,Lara Lor-Van
Lois Lane,Perry White
Lois Lane,Lor-Em
Lois Lane,Ro-Zar
Lois Lane,Steve Lombard
Lois Lane,Jenny
Lois Lane,Major Carrie Farris
Lois Lane,Father Leone
Lois Lane,Glen Woodburn
Lois Lane,Helen Ross
Lois Lane,Kelor
Lois Lane,Tor-An
Lois Lane,Jax-Ur
Lois Lane,Car-Vex
Lois Lane,Major Laramore
Lois Lane,Jed Eubanks
Lois Lane,Heraldson
Lois Lane,Officer Sekowsky
Lois Lane,Lana Lang
Lois Lane,Whitney Fordham
Lois Lane,Ms. Rampling
Lois Lane,Ludlow
Lois Lane,Weaver
Lois Lane,Pete Ross
Lois Lane,Ken Braverman
Lois Lane,Dev-Em
Lois Lane,Nadira
Lois Lane,Sergeant Vance
Zod,Martha Kent
Zod,Jor-El
Zod,Faora-Ul
Zod,General Swanwick
Zod,Dr. Emil Hamilton
Zod,Colonel Nathan Hardy
Zod,Jonathan Kent
Zod,Lara Lor-Van
Zod,Perry White
Zod,Lor-Em
Zod,Ro-Zar
Zod,Steve Lombard
Zod,Jenny
Zod,Major Carrie Farris
Zod,Father Leone
Zod,Glen Woodburn
Zod,Helen Ross
Zod,Kelor
Zod,Tor-An
Zod,Jax-Ur
Zod,Car-Vex
Zod,Major Laramore
Zod,Jed Eubanks
Zod,Heraldson
Zod,Officer Sekowsky
Zod,Lana Lang
Zod,Whitney Fordham
Zod,Ms. Rampling
Zod,Ludlow
Zod,Weaver
Zod,Pete Ross
Zod,Ken Braverman
Zod,Dev-Em
Zod,Nadira
Zod,Sergeant Vance
Martha Kent,Jor-El
Martha Kent,Faora-Ul
Martha Kent,General Swanwick
Martha Kent,Dr. Emil Hamilton
Martha Kent,Colonel Nathan Hardy
Martha Kent,Jonathan Kent
Martha Kent,Lara Lor-Van
Martha Kent,Perry White
Martha Kent,Lor-Em
Martha Kent,Ro-Zar
Martha Kent,Steve Lombard
Martha Kent,Jenny
Martha Kent,Major Carrie Farris
Martha Kent,Father Leone
Martha Kent,Glen Woodburn
Martha Kent,Helen Ross
Martha Kent,Kelor
Martha Kent,Tor-An
Martha Kent,Jax-Ur
Martha Kent,Car-Vex
Martha Kent,Major Laramore
Martha Kent,Jed Eubanks
Martha Kent,Heraldson
Martha Kent,Officer Sekowsky
